Density,Young's Modulus,Yield Strength,Tensile Strength,Specific Heat,Coefficient of Thermal Expansion,"Aluminum, Al","Chromium, Cr","Copper, Cu","Iron, Fe","Magnesium, Mg","Manganese, Mn","Silicon, Si","Titanium, Ti","Zinc, Zn","Zirconium, Zr","Vanadium, V","Boron, B","Nickel, Ni","Gallium, Ga","Oxygen, O","Beryllium, Be","Bismuth, Bi","Lead, Pb","Tin, Sn","Scandium, Sc","Lithium, Li","Silver, Ag"
2.84,0.9024880735299028,0.7154370976093161,0.8431761046792023,-0.9842471148925426,0.7321717580206272,93.0,0.0,5.8,0.4,0.1,0.2,0.3,0.02,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,-0.047311442034699,-0.09246569758971612,0.5430074773513272,1.1029363493433542,0.4447906570488868,95.1,0.0,4.0,0.15,0.15,0.2,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2.705,-0.7596610787081491,-1.004241709314338,-1.3705675218638773,-0.2247348768971729,0.4447906570488868,99.5,0.01,0.05,0.4,0.0,0.01,0.1,0.02,0.05,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.74,-0.5222111998170024,0.7923802209616049,0.8056550262632179,-0.6462178058624204,0.8040170332635636,94.0,0.15,0.1,0.4,2.3,0.1,0.3,0.1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7257396674379867,-1.163513974653576,-1.471874433587035,-0.33010560913848475,-0.023353156434078728,97.6,0.03,0.1,0.5,0.35,0.03,0.3,0.0,0.1,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.38652555473634287,-0.6849277474023397,-0.5375995810290236,1.1029363493433542,-0.345507370623403,95.3,0.0,4.0,1.0,0.03,0.35,0.7,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.58,1.3095450087718763,1.4079252077799151,1.2559079672550308,-1.0677007348276677,-2.6445561783973335,95.4,0.1,1.8,0.3,1.1,0.1,0.2,0.1,0.25,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0
2.84,0.6650381946387511,0.4846077275524497,0.9107140458279743,-0.9834041490346183,0.588481207534757,93.8,0.0,5.8,0.3,0.02,0.2,0.2,0.02,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7257396674379867,-0.2848235059704381,-0.5451037967122204,-0.4354763413797966,0.3011001065630141,97.8,0.04,0.15,0.7,0.8,0.15,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
2.78,0.6650381946387511,1.2771218980810242,1.5260597318501186,-0.7515885381037322,0.37294538180595044,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-0.8465083064421461,-1.1604494827343645,-0.2247348768971729,-0.05812626965166262,97.0,0.1,0.2,0.7,0.5,0.2,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,3.4126725075220694,-0.36176662932272685,-0.8452724240400956,1.1029363493433542,0.6603264827776908,79.6,0.0,4.0,0.5,0.45,0.1,16.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.73,-0.7257396674379867,-0.47718131435116,-0.8452724240400956,-0.4354763413797966,-0.345507370623403,98.8,0.1,0.3,0.7,0.2,1.0,0.6,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.823,-0.047311442034699,-0.6849277474023397,-0.5375995810290236,1.1029363493433542,0.3011001065630141,93.6,0.25,3.5,1.0,1.2,0.35,0.7,0.25,0.35,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.73,-0.7596610787081491,-0.42332112800455785,-0.8527766397232925,-0.3722539020350095,0.1574095560771439,99.0,0.0,0.05,0.7,0.0,1.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,0.19013843685645265,2.1773564413028033,2.2014391433378377,-0.6462178058624204,0.588481207534757,91.5,0.18,1.2,0.12,1.9,0.06,0.1,0.06,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-0.47718131435116,-0.9578356592880488,-0.2892217650288406,-3.5785447565554933,95.9,0.2,0.3,0.7,0.2,0.3,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.047311442034699,-0.5772073747091354,-0.5375995810290236,1.1029363493433542,0.6603264827776908,92.4,0.35,0.4,1.1,0.2,0.6,0.25,0.25,7.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7257396674379867,0.09989211079100582,-0.24493516938434523,-0.4354763413797966,-0.2018168201375328,99.0,0.1,0.1,0.35,0.4,0.1,0.6,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,-0.047311442034699,-0.4387097526750156,0.05523345794352997,1.1029363493433542,0.1574095560771439,90.6,0.0,0.6,2.0,0.4,0.35,9.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
2.68,0.4275883157476043,-0.792648120095544,-0.9053061495056707,1.1029363493433542,0.3011001065630141,93.3,0.0,0.25,0.6,0.2,0.35,6.5,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,3.4126725075220694,0.3691930425240165,-0.13237193413639203,1.1029363493433542,0.4447906570488868,79.6,0.0,4.0,0.5,0.45,0.1,16.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,-0.28476132092585066,0.21530679581943898,-0.019808698888438833,-0.6462178058624204,0.8040170332635636,97.7,0.15,0.1,0.4,2.2,0.1,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.7596610787081491,-0.5233471883625332,-0.8527766397232925,-0.6462178058624204,0.3011001065630141,97.7,0.0,0.2,0.1,0.8,0.15,0.08,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.74,-0.7596610787081491,-0.669539122731882,-1.0328778161200176,-0.3722539020350095,-1.4950317745103694,98.4,0.0,0.5,1.0,0.2,0.9,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,0.19013843685645265,-0.9542286791353505,-0.4850700712466454,-1.1519973206207172,-1.1358053982956928,89.5,0.18,1.6,0.5,2.4,0.3,0.4,0.2,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.047311442034699,-1.4774419179309142,-1.4456096786958461,-0.03127421250211818,-3.5785447565554933,97.8,0.0,0.1,0.7,0.0,0.05,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,0.19013843685645265,2.0234701945982256,1.991321104208325,-1.1477824913310724,0.588481207534757,89.5,0.18,1.6,0.5,2.4,0.3,0.4,0.2,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,3.4126725075220694,0.25377835749558336,-0.24493516938434523,1.1029363493433542,0.588481207534757,79.6,0.0,4.0,0.5,0.45,0.1,16.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,-0.28476132092585066,-1.0573324644274174,-0.7477176201585362,-0.6462178058624204,0.1574095560771439,97.7,0.15,0.1,0.4,2.2,0.1,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.047311442034699,-0.5233471883625332,0.13027561477549876,-0.2247348768971729,0.37294538180595044,94.8,0.05,0.1,0.4,4.7,0.5,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,-0.047311442034699,-0.47718131435116,0.18280512455787692,1.1029363493433542,0.009408289076687245,90.6,0.0,0.6,1.3,0.4,0.35,9.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
2.67,0.4275883157476043,-0.36946094165795573,-0.28245624780032963,1.1029363493433542,-0.6084610780125257,93.3,0.0,0.2,0.2,0.25,0.1,6.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-0.5233471883625332,-0.8527766397232925,-0.28795731624196,-3.5785447565554933,95.9,0.2,0.3,0.7,0.2,0.3,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.047311442034699,-0.42332112800455785,-0.4400447771474641,1.1029363493433542,0.588481207534757,94.0,0.4,0.25,0.5,0.5,0.1,0.3,0.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,-0.7849538077603151,-0.4700616398802516,-0.4354763413797966,0.6603264827776908,98.7,0.1,0.15,0.5,0.4,0.2,0.6,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,0.4275883157476043,-0.47718131435116,-0.4400447771474641,1.1029363493433542,-1.4950317745103694,93.3,0.0,0.2,0.2,0.25,0.1,6.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.047311442034699,-0.6849277474023397,-0.5375995810290236,1.1029363493433542,-1.1358053982956928,93.1,0.0,0.35,0.5,0.6,0.05,0.15,0.25,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.7257396674379867,-1.3235556712263365,-1.3705675218638773,-0.4354763413797966,0.4447906570488868,98.8,0.15,0.1,0.35,1.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.73,-0.7257396674379867,-0.015522574237427346,-0.3950194830482828,-0.4354763413797966,1.235088684721174,98.8,0.1,0.3,0.7,0.2,1.0,0.6,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.823,-0.047311442034699,0.4846077275524497,-0.12486771845319515,1.1029363493433542,0.4447906570488868,93.6,0.25,3.5,1.0,1.2,0.35,0.7,0.25,0.35,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.73,-0.7596610787081491,-0.6310675610557376,-1.0553904631696083,-0.3722539020350095,-1.1358053982956928,99.0,0.0,0.05,0.7,0.0,1.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.28476132092585066,2.0234701945982256,2.043850613990703,-0.6462178058624204,0.8040170332635636,91.5,0.18,1.2,0.12,1.9,0.06,0.1,0.06,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-0.6849277474023397,-1.0028609533872301,-0.2247348768971729,0.01371900559127374,97.0,0.1,0.2,0.7,0.5,0.2,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,3.4805153300623988,0.16144660947283684,0.18280512455787692,1.1029363493433542,0.6603264827776908,79.6,0.0,4.0,1.3,0.45,0.5,16.0,0.2,1.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.28476132092585066,0.1075864231262347,0.07774610499312061,-0.2247348768971729,-0.2018168201375328,97.1,0.05,0.1,0.4,2.4,0.5,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.75,-0.047311442034699,-0.47718131435116,0.02521659521074245,-0.6462178058624204,0.1574095560771439,97.6,0.1,2.2,0.7,0.2,0.2,0.8,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.38652555473634287,-0.26174056896475145,-0.3349857575827078,1.1029363493433542,0.3011001065630141,95.3,0.0,4.0,1.0,0.03,0.35,0.7,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.6650381946387511,0.9616550923366401,1.2183868888390463,-0.9834041490346183,0.588481207534757,93.8,0.0,5.8,0.3,0.02,0.2,0.2,0.02,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.6650381946387511,0.907794905990038,1.428504927968559,-0.7515885381037322,-3.2193183803408165,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.9024880735299028,0.8308517826377492,1.1058236535910932,-0.9842471148925426,0.5166359322918206,93.0,0.0,5.8,0.4,0.1,0.2,0.3,0.02,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.89,-0.047311442034699,3.870105155053156,3.432130515382126,-0.14128125696207813,0.588481207534757,85.6,0.0,1.1,0.0,2.3,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.705,-0.7596610787081491,-0.9003684927887483,-1.265508502299121,-0.2247348768971729,-0.05812626965166262,99.5,0.01,0.05,0.4,0.0,0.01,0.1,0.02,0.05,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.74,-0.5222111998170024,1.1770958377230487,1.180865810423062,-0.6462178058624204,-0.345507370623403,94.0,0.15,0.1,0.4,2.3,0.1,0.3,0.1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.65,-0.5222111998170024,0.09989211079100582,0.35540208527140515,-0.1404382911041234,0.1574095560771439,95.8,0.1,0.15,0.35,4.0,0.2,0.2,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.705,-0.7257396674379867,-1.5313021042775163,-1.6257108550925712,-0.2247348768971729,-0.345507370623403,99.5,0.0,0.05,0.4,0.05,0.05,0.25,0.03,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.77,0.29190267066694486,1.1770958377230487,1.0307814967591244,-0.6462178058624204,0.20118727712517598,94.0,0.0,0.5,0.12,1.3,0.03,0.1,0.05,4.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.705,-0.7257396674379867,-1.554385041283203,-1.760786737390115,-0.2247348768971729,0.588481207534757,99.5,0.01,0.05,0.4,0.0,0.01,0.1,0.02,0.05,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,0.007560362768259287,-0.019808698888438833,-0.2247348768971729,0.3011001065630141,96.8,0.15,0.05,0.45,3.1,0.01,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.9024880735299028,0.6769655359331717,0.7681339478472335,-0.9834041490346183,0.8040170332635636,99.2,0.0,0.1,0.7,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,0.6311167833685887,-0.6310675610557376,-0.4400447771474641,1.1029363493433542,0.4447906570488868,86.0,0.35,1.0,1.0,0.2,0.2,7.5,0.25,1.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.4275883157476043,0.6769655359331717,0.9182182615111711,-0.7515885381037322,0.4447906570488868,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,1.1694015253878198,0.8056550262632179,-0.4354763413797966,0.4447906570488868,97.8,0.04,0.15,0.7,0.8,0.15,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-0.100160009924945,-0.38751526736508596,-0.2247348768971729,0.7321717580206272,97.5,0.1,0.1,0.35,0.45,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,-0.4387097526750156,0.2053177716074676,-0.41440219493153424,-0.345507370623403,98.0,0.1,0.15,0.5,0.5,0.4,1.0,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-1.0649537801396305,-1.1311978628456145,-1.3330464434478928,-0.3722539020350095,-1.1358053982956928,97.5,0.0,0.1,0.7,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,-0.047311442034699,0.1768352341432946,0.7681339478472335,1.1029363493433542,0.1574095560771439,95.5,0.0,4.2,0.35,0.15,0.1,0.2,0.15,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
2.73,-0.7596610787081491,-1.4281983189854492,-1.3705675218638773,-0.3722539020350095,0.3011001065630141,99.0,0.0,0.05,0.7,0.0,1.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,-0.047311442034699,2.123496254956201,2.0963801237730815,-1.1519973206207172,0.3011001065630141,89.5,0.18,1.6,0.5,2.4,0.3,0.4,0.2,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.6650381946387511,0.4846077275524497,1.0082688497095338,-0.6462178058624204,0.1574095560771439,95.0,0.1,3.9,0.7,0.2,0.4,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-1.4041678928412744,1.2771218980810242,0.9107140458279743,-0.4160881266473899,0.4447906570488868,97.3,0.1,0.4,0.5,0.7,0.05,0.8,0.15,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2.82,-0.38652555473634287,0.3768873548592454,0.5955369871337053,-0.6508541180810474,-2.6445561783973335,93.7,0.0,5.0,0.7,0.0,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0
2.71,-0.28476132092585066,-0.1694088209420049,-0.3349857575827078,1.1029363493433542,0.1574095560771439,94.1,0.25,1.0,0.6,0.4,0.5,4.5,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.4275883157476043,0.21530679581943898,0.9632435556103525,-0.6483252205072557,0.37294538180595044,95.0,0.1,3.9,0.7,0.2,0.4,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,0.6650381946387511,0.21530679581943898,0.2878641441226333,1.1029363493433542,0.01371900559127374,89.4,0.0,1.6,0.2,0.4,0.1,8.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,-0.47718131435116,0.13027561477549876,-0.2247348768971729,0.2544006776551103,94.8,0.05,0.1,0.4,4.7,0.5,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,-1.5928566029593474,-1.633215070775768,-0.1404382911041234,-0.05812626965166262,99.0,0.0,0.05,1.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,0.19013843685645265,-0.9542286791353505,-0.4850700712466454,1.039713909998567,-0.4891979211092731,91.4,0.18,1.2,0.5,2.1,0.3,0.4,0.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7257396674379867,0.5230792892285941,0.28035992843943636,-0.2247348768971729,0.5295680818355674,97.5,0.1,0.1,0.35,0.45,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-0.7387879337489418,-1.1604494827343645,-0.2247348768971729,-1.4950317745103694,97.0,0.1,0.2,0.7,0.5,0.2,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.59,1.6487591214735202,1.8695839478936478,1.743681986662828,6.160731496926322,0.6603264827776908,95.6,0.05,2.4,0.12,0.25,0.05,0.1,0.15,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0
2.705,-0.7596610787081491,-0.9542286791353505,-1.3705675218638773,-0.2247348768971729,0.00868983632426212,99.6,0.0,0.05,0.35,0.03,0.03,0.25,0.03,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,-0.28476132092585066,-0.32329506764658245,-0.3574984046322984,-0.2247348768971729,0.4447906570488868,97.3,0.3,0.1,0.4,2.6,0.5,0.4,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.64,-0.047311442034699,-0.5772073747091354,-0.019808698888438833,-0.1404382911041234,-0.9396677968824795,95.4,0.05,0.1,0.4,4.5,0.05,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.65,-0.047311442034699,-1.2689260536462115,-1.0553904631696083,1.1029363493433542,0.3011001065630141,96.5,0.0,0.15,0.5,3.5,0.35,0.35,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,-0.047311442034699,-0.20788038261814928,0.2878641441226333,1.1029363493433542,0.588481207534757,95.5,0.0,4.2,0.35,0.15,0.1,0.2,0.15,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
2.84,0.9024880735299028,0.6769655359331717,0.7681339478472335,-0.9842471148925426,0.4447906570488868,93.0,0.0,5.8,0.4,0.1,0.2,0.3,0.02,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,0.16144660947283684,0.13027561477549876,-0.2247348768971729,0.4447906570488868,96.8,0.15,0.1,0.4,3.1,0.1,0.25,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-1.3751075638723702,-1.5236535218010936,-0.2247348768971729,0.6603264827776908,97.5,0.1,0.1,0.35,0.45,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.74,6.397756699296534,0.5615508509047384,0.8056550262632179,-0.05572022238213164,0.8040170332635636,75.1,0.0,0.0,4.6,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.6650381946387511,1.6464488901720102,1.428504927968559,-0.6040695129658956,0.8040170332635636,94.7,0.1,3.8,0.3,1.2,0.3,0.2,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.6650381946387511,0.6923541606036294,0.7531255164808398,-0.9834041490346183,-2.6445561783973335,93.8,0.0,5.8,0.3,0.02,0.2,0.2,0.02,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.9024880735299028,-0.20788038261814928,0.09275453635951438,-0.9834041490346183,-0.345507370623403,99.2,0.0,0.1,0.7,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.9024880735299028,-0.9003684927887483,-0.5451037967122204,-0.9834041490346183,0.6603264827776908,99.2,0.0,0.1,0.7,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.79,0.9703308960702326,-0.32329506764658245,-0.4400447771474641,1.1029363493433542,0.3011001065630141,91.5,0.0,3.0,1.0,0.1,0.5,5.5,0.25,1.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,0.6311167833685887,0.1768352341432946,0.7306128694312491,-1.0677007348276677,0.30110010656303704,95.2,0.1,3.3,0.7,0.5,0.2,0.8,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0
2.69,-0.7596610787081491,-0.6310675610557376,-0.8002471299409144,-0.4354763413797966,-0.05812626965166262,97.9,0.0,0.2,0.15,0.45,0.05,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,-0.15402019627154714,-0.17739722823557333,-0.2247348768971729,-0.345507370623403,96.8,0.15,0.05,0.45,3.1,0.01,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
