Density,Young's Modulus,Yield Strength,Tensile Strength,Specific Heat,Coefficient of Thermal Expansion,"Aluminum, Al","Chromium, Cr","Copper, Cu","Iron, Fe","Magnesium, Mg","Manganese, Mn","Silicon, Si","Titanium, Ti","Zinc, Zn","Zirconium, Zr","Vanadium, V","Boron, B","Nickel, Ni","Gallium, Ga","Oxygen, O","Beryllium, Be","Bismuth, Bi","Lead, Pb","Tin, Sn","Scandium, Sc","Lithium, Li","Silver, Ag"
2.81,-0.047311442034699,-0.31560075531135356,-0.3349857575827078,1.1029363493433542,0.4447906570488868,92.5,0.06,0.1,0.15,0.8,0.1,0.15,0.1,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.79,-0.047311442034699,-1.1104232195404966,-1.2129789925167427,1.1029363493433542,1.235088684721174,93.0,0.0,3.5,1.2,0.1,0.5,2.5,0.25,1.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,0.007560362768259287,-0.22992673801795147,-0.37162167764155046,-0.4891979211092731,98.2,0.0,0.25,0.7,0.8,1.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-0.5772073747091354,-0.8527766397232925,-0.2892217650288406,-1.2116021636769736,95.9,0.2,0.3,0.7,0.2,0.3,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.4275883157476043,1.6387545778367814,1.6686398298308591,-0.7515885381037322,0.4447906570488868,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.7257396674379867,-1.362027232902481,-1.520651835527815,-0.4354763413797966,0.1574095560771439,97.9,0.0,0.2,0.15,0.45,0.05,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.9024880735299028,0.06142054911486143,0.13027561477549876,-0.9834041490346183,0.3011001065630141,99.2,0.0,0.1,0.7,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,-0.7596610787081491,0.1075864231262347,-0.07233820867081699,-0.2458090233454259,-0.345507370623403,97.8,0.0,0.1,0.1,2.2,0.1,0.08,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,-0.047311442034699,0.6769655359331717,0.5054863989353428,-0.6462178058624204,0.588481207534757,94.8,0.0,0.45,0.12,0.8,0.03,0.1,0.03,4.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-3.100238456349494,-0.9003684927887483,-1.3330464434478928,-0.2247348768971729,0.4447906570488868,99.99,0.0,0.006,0.006,0.006,0.002,0.006,0.002,0.006,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,-0.28476132092585066,1.984998632922081,1.8937663003267655,-0.7054361573820441,0.4447906570488868,90.9,0.1,1.5,0.3,1.8,0.15,0.2,0.06,5.7,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.76,-0.047311442034699,-0.8465083064421461,-0.6426586005937799,1.1029363493433542,0.37294538180595044,95.3,0.2,0.2,0.8,1.4,0.4,0.2,0.25,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.047311442034699,-0.15402019627154714,-0.019808698888438833,-0.2247348768971729,0.4447906570488868,96.3,0.05,0.1,0.5,3.5,0.2,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-1.5313021042775163,-1.573181345310193,-0.22684229154198252,0.588481207534757,99.7,0.01,0.02,0.25,0.02,0.01,0.1,0.02,0.04,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,0.19013843685645265,1.7541692628652146,1.736177770979631,-1.0677007348276677,0.588481207534757,90.3,0.04,2.0,0.15,1.9,0.1,0.12,0.06,5.7,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,-0.7257396674379867,-0.2463519442942937,-0.5451037967122204,-0.33010560913848475,0.37294538180595044,98.9,0.03,0.1,0.5,0.6,0.03,0.5,0.0,0.1,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.77,0.4275883157476043,0.5230792892285941,0.6930917910152647,-0.7515885381037322,0.3011001065630141,99.3,0.0,0.1,0.7,0.05,0.05,0.0,0.03,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.796,-0.7257396674379867,-0.669539122731882,-0.16989301255237643,1.1029363493433542,-0.05812626965166262,94.0,0.0,4.0,1.2,0.05,0.35,2.0,0.25,0.5,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.6650381946387511,1.2771218980810242,1.375975418186181,-0.9834041490346183,-0.7047337468380797,93.8,0.0,5.8,0.3,0.02,0.2,0.2,0.02,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,-0.05399413591357174,0.09275453635951438,-0.2247348768971729,-0.345507370623403,95.3,0.25,0.2,0.25,4.0,0.7,0.25,0.15,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.65,0.29190267066694486,0.6000224125808828,0.16779669319148316,-0.012307480698695852,0.588481207534757,95.95,0.1,0.2,0.4,3.9,0.2,0.25,0.2,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2.72,3.4126725075220694,1.0616811526946155,0.5430074773513272,1.1029363493433542,-1.1006012134266547,79.6,0.0,4.0,1.3,0.45,0.1,16.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.28476132092585066,1.7003090765186124,1.683648261197253,-0.6462178058624204,-3.5785447565554933,91.5,0.18,1.2,0.12,1.9,0.06,0.1,0.06,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.29190267066694486,1.600283016160637,1.5935976729988903,-0.9834041490346183,0.3011001065630141,91.4,0.18,1.2,0.2,2.1,0.1,0.15,0.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,0.007560362768259287,-0.22992673801795147,-0.3722539020350095,0.3011001065630141,98.2,0.0,0.25,0.7,0.8,1.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7257396674379867,-0.6310675610557376,-0.9578356592880488,-0.1404382911041234,0.6603264827776908,99.45,0.0,0.05,0.55,0.05,0.05,0.0,0.03,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-0.7387879337489418,-0.4850700712466454,-0.30945294561917636,0.4447906570488868,98.6,0.04,0.15,0.7,0.8,0.15,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.77,-0.047311442034699,0.1075864231262347,0.13027561477549876,1.1029363493433542,0.18614766617430978,93.6,0.2,0.2,0.8,1.8,0.4,0.2,0.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,0.4275883157476043,-0.9003684927887483,-1.0028609533872301,1.1029363493433542,0.588481207534757,93.3,0.0,0.25,0.6,0.2,0.35,6.5,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,-0.047311442034699,2.06194175627437,2.1564138492386564,-1.0677007348276677,-1.1358053982956928,87.0,0.18,1.6,0.4,2.6,0.2,0.35,0.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.6650381946387511,1.592588703825408,1.2709163986214245,-0.7515885381037322,0.3011001065630141,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,-0.28476132092585066,-0.26174056896475145,-0.4850700712466454,-0.2247348768971729,-0.05812626965166262,97.7,0.15,0.04,0.4,2.2,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,-0.28476132092585066,-0.26174056896475145,-0.4850700712466454,-0.6462178058624204,0.588481207534757,97.7,0.15,0.1,0.4,2.2,0.1,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.29190267066694486,1.984998632922081,1.93128737874275,-0.9834041490346183,0.588481207534757,91.4,0.18,1.2,0.2,2.1,0.1,0.15,0.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-0.5772073747091354,-0.9053061495056707,-0.28795731624196,0.3011001065630141,95.9,0.2,0.3,0.7,0.2,0.3,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.64,-0.047311442034699,1.3848422707742285,1.060798359491912,-0.1404382911041234,0.4447906570488868,95.4,0.05,0.1,0.4,4.5,0.05,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,3.4126725075220694,0.1768352341432946,-0.31997732621631403,1.1029363493433542,0.8040170332635636,79.6,0.0,4.0,0.5,0.45,0.1,16.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,-0.047311442034699,1.1770958377230487,0.9557393399271555,1.1029363493433542,-3.5785447565554933,95.5,0.0,4.2,0.35,0.15,0.1,0.2,0.15,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
2.73,-0.7257396674379867,-0.05399413591357174,-0.31997732621631403,-0.3722539020350095,-2.6445561783973335,99.0,0.0,0.05,0.7,0.0,1.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.59,2.768165693388944,1.223261711734422,1.11332786927429,6.160731496926322,0.1574095560771439,95.6,0.05,2.4,0.12,0.25,0.05,0.1,0.15,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0
2.71,-0.28476132092585066,0.1768352341432946,-0.38751526736508596,1.1029363493433542,0.4447906570488868,94.1,0.25,1.0,0.6,0.4,0.5,4.5,0.25,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.79,0.4275883157476043,-1.2166047297666551,-0.8527766397232925,-0.6462178058624204,-0.4891979211092731,95.5,0.1,3.5,0.7,0.4,0.4,0.2,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.76,-0.047311442034699,-0.5233471883625332,0.18280512455787692,1.1029363493433542,0.4447906570488868,89.5,0.0,3.0,2.0,0.1,0.5,7.5,0.0,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0
2.81,-0.047311442034699,-0.42332112800455785,-0.4400447771474641,1.1029363493433542,-1.279495948781563,94.0,0.4,0.25,0.5,0.5,0.1,0.3,0.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.4275883157476043,0.3768873548592454,1.060798359491912,-0.6483252205072557,1.235088684721174,95.0,0.1,3.9,0.7,0.2,0.4,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.047311442034699,-0.1694088209420049,-0.695188110376158,1.1029363493433542,0.29319712628631217,93.6,0.25,3.5,1.0,1.2,0.35,0.7,0.25,0.35,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7596610787081491,-0.9542286791353505,-1.3705675218638773,-0.1404382911041234,0.1574095560771439,99.0,0.0,0.05,0.95,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2.81,0.19013843685645265,2.123496254956201,2.0963801237730815,1.039713909998567,-0.2018168201375328,91.4,0.18,1.2,0.5,2.1,0.3,0.4,0.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.73,-0.7257396674379867,-1.3235556712263365,-1.2204832081999397,-0.4354763413797966,0.4447906570488868,98.8,0.1,0.3,0.7,0.2,1.0,0.6,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.63,6.397756699296534,1.4848683311322037,1.3309501240869996,-0.3735183508219276,0.4447906570488868,71.7,0.0,2.0,0.4,1.5,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,0.1075864231262347,-0.28245624780032963,-0.2247348768971729,0.6603264827776908,97.5,0.1,0.1,0.35,0.45,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.6650381946387511,0.7462143469502316,1.3234459084038026,-0.7515885381037322,-0.14218524168587207,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7257396674379867,0.530773601563823,0.13027561477549876,-0.4354763413797966,0.3011001065630141,97.8,0.04,0.15,0.7,0.8,0.15,0.4,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
2.59,1.6487591214735202,2.2542995646550916,1.93128737874275,6.160731496926322,0.1574095560771439,95.6,0.05,2.4,0.12,0.25,0.05,0.1,0.15,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0
2.65,-0.38652555473634287,1.10015271437076,0.7681339478472335,-0.6462178058624204,0.3011001065630141,96.0,0.15,0.15,0.35,4.0,0.15,0.2,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.57,-0.7257396674379867,-0.26174056896475145,0.13027561477549876,1.1029363493433542,0.4447906570488868,92.5,0.0,0.25,1.8,7.5,0.35,0.35,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
2.69,-0.047311442034699,-1.0003945531467238,-0.4850700712466454,1.1029363493433542,0.7321717580206272,95.5,0.0,0.6,2.0,0.1,0.35,4.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
2.66,-0.28476132092585066,-0.8465083064421461,-0.38751526736508596,-0.2247348768971729,2.528303639094011,96.8,0.15,0.1,0.4,3.1,0.1,0.25,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2.705,-0.7257396674379867,-1.554385041283203,-1.7307698746573275,-0.2247348768971729,-0.6328884715951433,99.5,0.01,0.05,0.4,0.0,0.01,0.1,0.02,0.05,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.89,-0.047311442034699,3.870105155053156,3.432130515382126,0.03700602199022186,0.6603264827776908,86.1,0.2,0.8,0.12,2.0,0.25,0.1,0.0,11.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-1.0573324644274174,-1.0553904631696083,-0.2247348768971729,0.4447906570488868,97.5,0.1,0.1,0.35,0.45,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,0.19013843685645265,2.3927971866892115,2.3590276726849724,-1.1519973206207172,-0.8843469349453951,89.5,0.18,1.6,0.5,2.4,0.3,0.4,0.2,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.047311442034699,-1.5236077919422875,-1.505643404161421,-0.03127421250211818,0.3011001065630141,97.8,0.0,0.1,0.7,0.0,0.05,0.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.047311442034699,-0.47718131435116,0.13027561477549876,-0.20892926706095447,0.37294538180595044,94.8,0.05,0.1,0.4,4.7,0.5,0.25,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,-0.28476132092585066,-0.100160009924945,-0.22992673801795147,-0.6462178058624204,0.6337437309377952,97.7,0.15,0.1,0.4,2.2,0.1,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,0.4275883157476043,0.2691669821660411,0.2353346343402551,1.1029363493433542,0.6603264827776908,91.0,0.0,0.2,0.2,0.5,0.1,8.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,0.7154370976093161,0.35540208527140515,-0.4354763413797966,0.588481207534757,98.7,0.1,0.15,0.5,0.4,0.2,0.6,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,-1.3220168087592907,-1.3180380120814992,-0.28795731624196,-1.4950317745103694,95.9,0.2,0.3,0.7,0.2,0.3,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.047311442034699,-0.5772073747091354,-0.5375995810290236,1.1029363493433542,0.4447906570488868,92.4,0.35,0.4,1.1,0.2,0.6,0.25,0.25,7.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.4275883157476043,0.09989211079100582,0.8431761046792023,-0.6483252205072557,0.4447906570488868,95.0,0.1,3.9,0.7,0.2,0.4,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.28476132092585066,2.0234701945982256,2.043850613990703,-0.6462178058624204,0.8040170332635636,91.5,0.18,1.2,0.12,1.9,0.06,0.1,0.06,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,-0.7596610787081491,0.16144660947283684,-0.07233820867081699,-0.3722539020350095,-0.345507370623403,98.2,0.0,0.25,0.7,0.8,1.0,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-0.47718131435116,-0.8527766397232925,-0.2247348768971729,0.3011001065630141,97.0,0.1,0.2,0.7,0.5,0.2,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,3.4126725075220694,-0.2463519442942937,-0.6576670319601736,1.1029363493433542,0.6603264827776908,79.6,0.0,4.0,1.3,0.45,0.1,16.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,0.4846077275524497,0.13027561477549876,-0.4354763413797966,0.6603264827776908,98.9,0.05,0.2,0.7,0.4,0.05,0.6,0.15,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.6650381946387511,-1.163513974653576,-0.8002471299409144,-0.7515885381037322,0.588481207534757,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,-0.047311442034699,-1.0573324644274174,-0.9578356592880488,1.1029363493433542,-3.5785447565554933,93.6,0.25,3.5,1.0,1.2,0.35,0.7,0.25,0.35,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.6650381946387511,-0.31560075531135356,0.4979821832521459,-0.9834041490346113,0.01371900559127374,93.8,0.0,5.8,0.3,0.02,0.2,0.2,0.02,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-0.7596610787081491,-0.26174056896475145,-0.695188110376158,-0.2247348768971729,0.1574095560771439,97.0,0.1,0.2,0.7,0.5,0.2,0.3,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.19013843685645265,1.592588703825408,1.683648261197253,0.08948064664639964,-0.2018168201375328,89.5,0.1,1.2,0.35,2.0,0.2,0.25,0.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.9024880735299028,0.5230792892285941,0.39292316368738955,-0.9842471148925426,-0.345507370623403,93.0,0.0,5.8,0.4,0.1,0.2,0.3,0.02,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,-0.047311442034699,0.907794905990038,0.9107140458279743,1.1029363493433542,0.588481207534757,95.1,0.0,4.0,0.15,0.15,0.2,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2.65,-0.5222111998170024,0.022948987438717042,0.2053177716074676,-0.1404382911041234,0.3011001065630141,95.8,0.1,0.15,0.35,4.0,0.2,0.2,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.705,-0.7596610787081491,-1.0573324644274174,-1.471874433587035,-0.2247348768971729,-0.345507370623403,99.6,0.0,0.05,0.35,0.03,0.03,0.25,0.03,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,-3.100238456349494,-1.669799726311636,-1.8583415412716744,-0.2247348768971729,-2.6445561783973335,99.99,0.0,0.006,0.006,0.006,0.002,0.006,0.002,0.006,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,0.3230271685126433,0.2878641441226333,-0.2247348768971729,0.8040170332635636,96.8,0.15,0.1,0.4,3.1,0.1,0.25,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,-0.8465083064421461,-0.38751526736508596,-0.2247348768971729,0.4447906570488868,96.8,0.15,0.05,0.45,3.1,0.01,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.4275883157476043,1.3309820844276263,1.2183868888390463,-0.7515885381037322,0.4447906570488868,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7596610787081491,0.4307475412058476,0.13027561477549876,-0.4354763413797966,0.6603264827776908,98.5,0.0,0.1,0.5,0.4,0.4,0.7,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.6650381946387511,-1.163513974653576,-0.9053061495056707,-0.9834041490346183,0.7321717580206272,93.8,0.0,5.8,0.3,0.02,0.2,0.2,0.02,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.76,0.6311167833685887,-0.26174056896475145,-0.5901290908114017,1.1029363493433542,0.1574095560771439,88.7,0.0,2.0,1.2,0.5,0.5,8.8,0.25,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,-1.2081409861979033,-1.1079199729519864,-0.41440219493153424,0.3011001065630141,98.0,0.1,0.15,0.5,0.5,0.4,1.0,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.047311442034699,-0.792648120095544,-0.07233820867081699,0.1748309397618785,-0.345507370623403,94.0,0.0,0.1,0.1,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.19013843685645265,-1.108114925839928,-0.9578356592880488,-0.3239941066685024,-1.6387223249962397,93.0,0.0,1.0,0.5,0.9,0.3,0.05,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.4275883157476043,1.7156977011890702,1.4435133593349527,-0.7515885381037322,0.1574095560771439,94.7,0.1,3.8,0.5,1.2,0.3,0.5,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,-0.7257396674379867,-0.669539122731882,-0.6201459535441892,-0.4354763413797966,0.588481207534757,98.5,0.0,0.1,0.5,0.4,0.4,0.7,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.6650381946387511,0.16144660947283684,0.4979821832521459,-0.9834041490346183,0.4447906570488868,93.8,0.0,5.8,0.3,0.02,0.2,0.2,0.02,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,-0.28476132092585066,-0.8465083064421461,-0.38751526736508596,-0.2247348768971729,0.1574095560771439,96.8,0.15,0.1,0.4,3.1,0.1,0.25,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0
2.65,-0.047311442034699,-1.2166047297666551,-1.3180380120814992,1.1029363493433542,0.3011001065630141,95.1,0.25,0.35,0.6,3.5,0.8,1.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
