Density,Young's Modulus,Yield Strength,Tensile Strength,Specific Heat,Coefficient of Thermal Expansion,"Aluminum, Al","Carbon, C","Chromium, Cr","Cobalt, Co","Iron, Fe","Manganese, Mn","Molybdenum, Mo","Nickel, Ni","Niobium, Nb (Columbium, Cb)","Silicon, Si","Titanium, Ti","Boron, B","Copper, Cu","Phosphorus, P","Sulfur, S","Zirconium, Zr","Tungsten, W","Vanadium, V","Beryllium, Be"
8.43,1.6731084372460145,0.900370311159378,0.9540113903415651,-0.45995415912217896,-0.3585513835277132,0.0,0.025,19.0,33.0,1.0,0.15,9.0,33.0,0.0,0.15,1.0,0.01,0.0,0.015,0.01,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,0.659650736634813,0.45263314140293237,-0.7147633651981796,-1.2603629757880577,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.13,-0.5000078490358283,-0.9906432536624628,-0.9400842167599365,4.270634144985052,-0.0725142265112035,0.15,0.02,21.0,0.0,32.053,0.5,3.0,40.0,0.0,0.25,1.0,0.0,2.0,0.025,0.002,0.0,0.0,0.0,0.0
8.2,-0.22700329045770745,0.14595020130919484,-0.1337741672972229,0.6700692765193855,-0.20997097141080664,0.8,0.08,17.0,1.0,17.0,0.35,2.8,50.0,4.75,0.35,0.65,0.006,0.3,0.015,0.015,0.0,0.0,0.0,0.0
8.9,0.04600126812041343,1.3942176856994652,0.9540113903415651,0.2269228311697647,-0.7889313651497509,0.0,0.01,14.5,2.5,4.0,1.0,15.0,57.0,0.0,0.08,0.0,0.0,0.0,0.025,0.01,0.0,3.0,0.35,0.0
8.28,0.1552030915516618,0.8333658935082106,0.877778440210545,1.294905764462354,-1.425893737950361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85
8.44,0.20980400326728596,-0.07243456733164766,-0.07513343642720739,-0.7147633651981796,-0.4949487315494588,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,-0.605988263442797,-0.3829972734947889,-0.7147633651981796,1.6529784382688504,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,-0.5315389104970553,-0.17775471544973456,-0.7147633651981796,0.6273056943745179,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.04600126812041343,-0.5315389104970553,-0.20707508088474233,-0.7147633651981796,0.20550682746297014,1.2,0.07,22.0,12.5,1.0,0.0,9.0,54.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.36,-3.5576589051107823,-1.5912013674247798,-2.731558544838911,1.8748736748136718,0.7114394630895537,0.0,0.025,19.0,33.0,1.0,0.15,9.0,33.0,0.0,0.15,1.0,0.01,0.0,0.015,0.01,0.0,0.0,0.0,0.0
8.62,0.1552030915516618,-0.8789692242438502,-0.84039497428091,-0.05004369717374834,-0.322355323534876,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,-0.5191306850060983,-0.3096963599072695,-0.7147633651981796,0.00932418230184478,0.8,0.08,17.0,1.0,17.0,0.35,2.8,50.0,4.75,0.35,0.65,0.006,0.3,0.015,0.015,0.0,0.0,0.0,0.0
8.2,-0.22700329045770745,2.0295188308364613,1.6870205262167592,0.6700692765193855,1.6026570865715128,1.6,0.05,18.0,10.0,5.0,0.1,9.0,53.0,0.0,0.5,3.0,0.003,0.0,0.0,0.015,0.0,0.0,0.0,0.0
8.25,-1.04601696619207,-0.47942436343503597,-1.0163171668909565,1.6117554728873298,0.7260061701598348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,0.0,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.85
8.44,0.20980400326728596,-0.59358003795184,-0.3390167253422773,-0.7147633651981796,-0.5982399271387602,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,-0.3454155281327008,-0.10445380186221516,-0.7147633651981796,-2.1873352438970755,0.02,0.1,0.0,0.0,1.0,0.5,0.0,66.0,0.0,0.25,0.0,0.0,32.0,0.005,0.005,0.0,0.0,0.0,0.0
8.83,-1.3190215247701909,-0.9658268026805489,-1.3505693328500452,0.3931027481758725,0.8584307798896939,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,0.20054639346940548,0.08612857346533531,-0.7147633651981796,-0.2278482937243407,0.5,0.05,18.0,1.0,19.0,0.35,3.0,52.0,5.0,0.35,0.9,0.009,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8.23,-0.22700329045770745,1.1807962072550053,1.127001546408111,0.9154616206317434,-0.1519689923491222,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,-0.33300730264174383,-0.11911398457971904,-0.7147633651981796,-0.49071114403810373,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,0.2874039719061042,0.3500118623804052,-0.7147633651981796,-0.7306645368686192,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,-0.8417445477709793,-0.50027873523482,-0.7147633651981796,0.32873234097025544,1.6,0.05,18.0,10.0,5.0,0.1,9.0,53.0,0.0,0.5,3.0,0.003,0.0,0.0,0.015,0.0,0.0,0.0,0.0
8.25,-2.957048876238916,0.2973305522988698,0.00989562333431512,1.6117554728873298,-0.03808382798144735,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,-0.59358003795184,-0.2363954463197501,-0.7147633651981796,-1.207393131896115,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,0.051647687577921944,-0.01649270555719187,-0.7147633651981796,-1.5344819179288467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,0.0,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.85
8.2,-0.22700329045770745,1.6870518072860494,1.3820887256926786,0.6700692765193855,-0.5982399271387602,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,1.4165524915831877,1.5521468452157234,-0.7147633651981796,3.103027914810827,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,-0.22700329045770745,1.431442362172336,1.2736033735831498,0.6700692765193855,-0.6022126654306372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3,0.0,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.85
8.44,0.20980400326728596,-0.09725101831356159,-0.07513343642720739,-0.7147633651981796,-0.366496860111498,1.6,0.05,18.0,10.0,5.0,0.1,9.0,53.0,0.0,0.5,3.0,0.003,0.0,0.0,0.015,0.0,0.0,0.0,0.0
8.25,-2.957048876238916,-0.030246600662393996,-0.4269778216473006,1.6117554728873298,0.7260061701598348,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,-0.7424787438433236,-0.3976574562122928,-0.7147633651981796,-0.2033276701560377,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,-0.8169280967890653,-0.4709583697998122,-0.7147633651981796,0.4080326114301391,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,0.36185332485184596,0.3793322278154129,-0.7147633651981796,0.22120355786959664,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,-0.4074566555874856,-0.11911398457971904,-0.7147633651981796,-0.46528561896997117,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,0.659650736634813,0.45263314140293237,-0.7147633651981796,-1.8470039968913137,0.02,0.1,0.0,0.0,1.0,0.5,0.0,66.0,0.0,0.25,0.0,0.0,32.0,0.005,0.005,0.0,0.0,0.0,0.0
8.83,-1.3190215247701909,-0.1220674692954755,-0.734841658714882,0.3931027481758725,0.32288358737385203,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,-0.6804376163885387,-0.28037599447226175,-0.7147633651981796,0.35268353871674396,0.4,0.1,21.0,1.0,5.0,0.5,9.0,62.0,3.7,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.44,0.20980400326728596,-0.6432129399156679,-0.3976574562122928,-0.7147633651981796,-1.191943594094284,0.0,0.03,0.0,0.0,15.0,0.95,5.0,80.0,0.0,0.42,0.0,0.0,0.0,0.02,0.008,0.0,0.0,0.0,0.0
8.2,-0.22700329045770745,2.1486377955496483,1.8893310477183127,0.6700692765193855,-0.5982399271387602,0.0,0.02,0.0,0.0,0.05,0.02,0.0,99.9,0.0,0.05,0.0,0.0,0.02,0.0,0.002,0.0,0.0,0.0,0.0
8.9,0.1552030915516618,-1.479527338006167,-1.7815787047446592,1.8333286955621402,0.451004397287496,1.5,0.08,19.0,13.5,2.0,0.1,4.3,56.0,0.0,0.15,3.0,0.006,0.0,0.0,0.0,0.05,0.0,0.0,0.0
8.2,-3.175452523101413,0.5231602562342865,0.9510793537980644,1.3170630867298359,-0.2790966176897945,0.0,0.025,19.0,33.0,1.0,0.15,9.0,33.0,0.0,0.15,1.0,0.01,0.0,0.015,0.01,0.0,0.0,0.0,0.0
8.450500000000018,0.20980400326728593,-0.6117580882960912,-0.3857533878456789,-0.7147633651982134,-0.5982399271387602,0.4879999999999996,0.07599999999999991,12.71,0.8489999999999998,7.101,0.5160000000000005,6.01,65.26160000000002,3.4534999999999956,0.3943000000000002,0.4264999999999993,0.0,0.04419999999999999,0.003200000000000001,0.002440000000000001,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.5869540455396686,-0.26125911620863673,-0.6867343525298434,0.7222982810874098,0.5746999999999997,0.06799999999999992,13.42,0.8589999999999998,7.742000000000001,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.05339999999999999,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.5869540455396686,-0.26125911620863673,-0.6867343525298434,0.7222982810874098,0.5746999999999997,0.06799999999999992,13.42,0.8589999999999998,7.742000000000001,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.05339999999999999,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.5869540455396686,-0.26125911620863673,-0.6867343525298434,0.7222982810874098,0.5746999999999997,0.06799999999999992,13.42,0.8589999999999998,7.742000000000001,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.05339999999999999,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.5869540455396686,-0.26125911620863673,-0.6867343525298434,0.7222982810874098,0.5746999999999997,0.06799999999999992,13.42,0.8589999999999998,7.742000000000001,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.05339999999999999,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.5869540455396686,-0.26125911620863673,-0.6867343525298434,0.7222982810874098,0.5746999999999997,0.06799999999999992,13.42,0.8589999999999998,7.742000000000001,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.05339999999999999,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.5869540455396686,-0.26125911620863673,-0.6867343525298434,0.7222982810874098,0.5746999999999997,0.06799999999999992,13.42,0.8589999999999998,7.742000000000001,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.05339999999999999,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.5869540455396686,-0.26125911620863673,-0.6867343525298434,0.7222982810874098,0.5746999999999997,0.06799999999999992,13.42,0.8589999999999998,7.742000000000001,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.05339999999999999,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.49997238484806017,-0.2056383829784269,-0.6867343525298434,0.7260061701598348,0.5626999999999996,0.06799999999999992,13.42,0.8589999999999998,7.782,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.055399999999999984,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.5869540455396686,-0.26125911620863673,-0.6867343525298434,0.7222982810874098,0.5746999999999997,0.06799999999999992,13.42,0.8589999999999998,7.742000000000001,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.05339999999999999,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.5869540455396686,-0.26125911620863673,-0.6867343525298434,0.7222982810874098,0.5746999999999997,0.06799999999999992,13.42,0.8589999999999998,7.742000000000001,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.05339999999999999,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.5869540455396686,-0.26125911620863673,-0.6867343525298434,0.7222982810874098,0.5746999999999997,0.06799999999999992,13.42,0.8589999999999998,7.742000000000001,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.05339999999999999,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
8.450500000000018,0.20980400326728593,-0.6117580882960912,-0.3857533878456789,-0.7147633651982134,-0.5982399271387602,0.4879999999999996,0.07599999999999991,12.71,0.8489999999999998,7.101,0.5160000000000005,6.01,65.26160000000002,3.4534999999999956,0.3943000000000002,0.4264999999999993,0.0,0.04419999999999999,0.003200000000000001,0.002440000000000001,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.5869540455396686,-0.26125911620863673,-0.6867343525298434,0.7222982810874098,0.5746999999999997,0.06799999999999992,13.42,0.8589999999999998,7.742000000000001,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.05339999999999999,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
8.43260000000002,0.3078672407085472,-0.49997238484806017,-0.2056383829784269,-0.6867343525298434,0.7260061701598348,0.5626999999999996,0.06799999999999992,13.42,0.8589999999999998,7.782,0.5215000000000004,6.52,63.35180000000001,2.232999999999999,0.40960000000000024,0.44949999999999923,0.0,0.055399999999999984,0.0031500000000000013,0.0030500000000000015,0.0,0.0,0.0,0.0
